timestamp,Fecha_Satelite_UTC,Fecha_Captura_Chile,Volcan,Sensor,VRP_MW,Distancia_km,Tipo_Registro,Clasificacion Mirova,Ruta Foto,Fecha_Proceso_GitHub,Ultima_Actualizacion,Editado,Origen_Dato,Confianza_Validacion,Requiere_Verificacion,Nota_Validacion
1770616801,2026-02-09 06:00:01,2026-02-09 03:00:01,Lascar,VIIRS375,4.61,1.19,ALERTA_TERMICA,Bajo,imagenes_satelitales/Lascar/2026-02-09/06-00-01_Lascar_VIIRS375_Latest.png,2026-02-09 07:50:37,2026-02-09 18:46:12,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770616801,2026-02-09 06:00:01,2026-02-09 03:00:01,Lastarria,VIIRS375,0.06,2.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-09/06-00-01_Lastarria_VIIRS375_Latest.png,2026-02-09 07:50:37,2026-02-09 18:46:12,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770616801,2026-02-09 06:00:01,2026-02-09 03:00:01,Lascar,VIIRS,3.69,1.68,ALERTA_TERMICA,Bajo,imagenes_satelitales/Lascar/2026-02-09/06-00-01_Lascar_VIIRS750_Latest.png,2026-02-09 07:05:37,2026-02-09 18:16:02,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770616801,2026-02-09 06:00:01,2026-02-09 03:00:01,Isluga,VIIRS375,0.1,0.53,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-02-09/06-00-01_Isluga_VIIRS375_Latest.png,2026-02-09 07:50:37,2026-02-09 18:46:12,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770601200,2026-02-09 01:40:00,2026-02-08 22:40:00,Lascar,MODIS,1.67,1.0,ALERTA_TERMICA,Bajo,imagenes_satelitales/Lascar/2026-02-09/01-40-00_Lascar_MODIS_Latest.png,2026-02-08 23:50:38,2026-02-09 07:00:38,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770531841,2026-02-08 06:24:01,2026-02-08 03:24:01,Puyehue-Cordon Caulle,VIIRS375,0.36,7.73,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-08/06-24-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-08 07:05:40,2026-02-08 18:15:39,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770531481,2026-02-08 06:18:01,2026-02-08 03:18:01,PlanchonPeteroa,VIIRS375,0.06,1.68,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/PlanchonPeteroa/2026-02-08/06-18-01_PlanchonPeteroa_VIIRS375_Latest.png,2026-02-08 07:05:40,2026-02-08 18:30:38,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770525721,2026-02-08 04:42:01,2026-02-08 01:42:01,Puyehue-Cordon Caulle,VIIRS375,0.5,8.55,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-08/04-42-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-08 06:20:40,2026-02-08 07:00:43,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770446521,2026-02-07 06:42:01,2026-02-07 03:42:01,Puyehue-Cordon Caulle,VIIRS375,0.76,8.1,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-07/06-42-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-07 06:50:38,2026-02-07 19:15:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770446521,2026-02-07 06:42:01,2026-02-07 03:42:01,Chaiten,VIIRS375,0.05,0.38,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Chaiten/2026-02-07/06-42-01_Chaiten_VIIRS375_Latest.png,2026-02-07 06:50:38,2026-02-07 19:15:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770446161,2026-02-07 06:36:01,2026-02-07 03:36:01,Isluga,VIIRS375,0.04,0.53,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-02-07/06-36-01_Isluga_VIIRS375_Latest.png,2026-02-07 06:35:36,2026-02-07 18:45:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770440401,2026-02-07 05:00:01,2026-02-07 02:00:01,Puyehue-Cordon Caulle,VIIRS375,0.35,8.1,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-07/05-00-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-07 05:35:37,2026-02-07 06:45:39,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770360120,2026-02-06 06:42:00,2026-02-06 03:42:00,Puyehue-Cordon Caulle,VIIRS375,0.2,7.65,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-06/06-42-00_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-06 11:05:39,2026-02-06 18:45:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770359760,2026-02-06 06:36:00,2026-02-06 03:36:00,Isluga,VIIRS375,0.09,0.84,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-02-06/06-36-00_Isluga_VIIRS375_Latest.png,2026-02-06 10:50:42,2026-02-06 18:00:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770355081,2026-02-06 05:18:01,2026-02-06 02:18:01,Puyehue-Cordon Caulle,VIIRS,0.59,7.83,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-06/05-18-01_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-02-06 08:50:37,2026-02-06 09:30:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770355081,2026-02-06 05:18:01,2026-02-06 02:18:01,Puyehue-Cordon Caulle,VIIRS375,0.19,7.83,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-06/05-18-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-06 08:50:37,2026-02-06 11:00:51,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770354721,2026-02-06 05:12:01,2026-02-06 02:12:01,Isluga,VIIRS375,0.16,0.75,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-02-06/05-12-01_Isluga_VIIRS375_Latest.png,2026-02-06 08:50:37,2026-02-06 10:45:37,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770354721,2026-02-06 05:12:01,2026-02-06 02:12:01,Lascar,VIIRS375,0.24,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-02-06/05-12-01_Lascar_VIIRS375_Latest.png,2026-02-06 08:50:37,2026-02-06 10:45:37,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770269761,2026-02-05 05:36:01,2026-02-05 02:36:01,Lastarria,VIIRS375,0.16,2.4,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-05/05-36-01_Lastarria_VIIRS375_Latest.png,2026-02-05 08:05:39,2026-02-05 19:00:36,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770269761,2026-02-05 05:36:01,2026-02-05 02:36:01,Lascar,VIIRS,0.28,0.75,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-02-05/05-36-01_Lascar_VIIRS750_Latest.png,2026-02-05 06:35:35,2026-02-05 18:15:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770269761,2026-02-05 05:36:01,2026-02-05 02:36:01,Lascar,VIIRS375,0.32,1.13,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-02-05/05-36-01_Lascar_VIIRS375_Latest.png,2026-02-05 08:05:39,2026-02-05 19:00:36,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770184441,2026-02-04 05:54:01,2026-02-04 02:54:01,Lascar,VIIRS375,0.34,1.5,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-02-04/05-54-01_Lascar_VIIRS375_Latest.png,2026-02-04 06:35:37,2026-02-04 18:15:39,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770184441,2026-02-04 05:54:01,2026-02-04 02:54:01,Lascar,VIIRS,0.23,1.5,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-02-04/05-54-01_Lascar_VIIRS750_Latest.png,2026-02-04 05:50:36,2026-02-04 17:15:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770184441,2026-02-04 05:54:01,2026-02-04 02:54:01,Lastarria,VIIRS375,0.07,1.35,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-04/05-54-01_Lastarria_VIIRS375_Latest.png,2026-02-04 06:35:37,2026-02-04 18:15:39,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770142320,2026-02-03 18:12:00,2026-02-03 15:12:00,Puyehue-Cordon Caulle,VIIRS,0.9,4.74,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-03/18-12-00_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-02-03 17:50:55,2026-02-03 18:31:00,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770099121,2026-02-03 06:12:01,2026-02-03 03:12:01,Lastarria,VIIRS375,0.04,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-03/06-12-01_Lastarria_VIIRS375_Latest.png,2026-02-03 06:20:41,2026-02-03 19:30:37,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770099121,2026-02-03 06:12:01,2026-02-03 03:12:01,Isluga,VIIRS375,0.07,0.53,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-02-03/06-12-01_Isluga_VIIRS375_Latest.png,2026-02-03 06:20:41,2026-02-03 19:15:39,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770099121,2026-02-03 06:12:01,2026-02-03 03:12:01,Lascar,VIIRS375,0.14,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-02-03/06-12-01_Lascar_VIIRS375_Latest.png,2026-02-03 06:20:41,2026-02-03 19:30:37,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770013801,2026-02-02 06:30:01,2026-02-02 03:30:01,Lastarria,VIIRS375,0.1,1.55,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-02/06-30-01_Lastarria_VIIRS375_Latest.png,2026-02-02 07:50:42,2026-02-02 16:20:36,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770012720,2026-02-02 06:12:00,2026-02-02 03:12:00,Lastarria,VIIRS375,0.05,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-02/06-12-00_Lastarria_VIIRS375_Latest.png,2026-02-02 06:50:57,2026-02-02 07:45:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770012360,2026-02-02 06:06:00,2026-02-02 03:06:00,Isluga,VIIRS375,0.1,0.84,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-02-02/06-06-00_Isluga_VIIRS375_Latest.png,2026-02-02 06:50:57,2026-02-02 07:45:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1770008041,2026-02-02 04:54:01,2026-02-02 01:54:01,Puyehue-Cordon Caulle,VIIRS375,0.56,8.55,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-02/04-54-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-02 05:35:40,2026-02-02 06:15:38,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769927400,2026-02-01 06:30:00,2026-02-01 03:30:00,Lastarria,VIIRS375,0.09,1.55,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-02-01/06-30-00_Lastarria_VIIRS375_Latest.png,2026-02-01 08:20:39,2026-02-01 18:30:43,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769922721,2026-02-01 05:12:01,2026-02-01 02:12:01,Puyehue-Cordon Caulle,VIIRS,0.57,7.83,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-01/05-12-01_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-02-01 05:05:34,2026-02-01 06:45:37,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769922721,2026-02-01 05:12:01,2026-02-01 02:12:01,Puyehue-Cordon Caulle,VIIRS375,0.65,8.3,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-02-01/05-12-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-02-01 05:50:39,2026-02-01 08:15:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769922361,2026-02-01 05:06:01,2026-02-01 02:06:01,Isluga,VIIRS375,0.11,0.53,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-02-01/05-06-01_Isluga_VIIRS375_Latest.png,2026-02-01 05:50:39,2026-02-01 08:15:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769922361,2026-02-01 05:06:01,2026-02-01 02:06:01,Lascar,VIIRS375,0.21,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-02-01/05-06-01_Lascar_VIIRS375_Latest.png,2026-02-01 05:50:39,2026-02-01 08:15:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769837401,2026-01-31 05:30:01,2026-01-31 02:30:01,Lastarria,VIIRS375,0.06,2.7,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-01-31/05-30-01_Lastarria_VIIRS375_Latest.png,2026-01-31 06:05:39,2026-01-31 07:30:42,NO,ambos,alta,False,Validado por MIROVA latest.php
1769837401,2026-01-31 05:30:01,2026-01-31 02:30:01,Puyehue-Cordon Caulle,VIIRS375,0.13,2.86,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-31/05-30-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-31 06:05:39,2026-01-31 07:30:42,NO,ambos,alta,False,Validado por MIROVA latest.php
1769835960,2026-01-31 05:06:00,2026-01-31 02:06:00,Lascar,VIIRS375,0.21,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-01-31/05-06-00_Lascar_VIIRS375_Latest.png,2026-01-31 06:05:39,2026-01-31 16:30:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769752441,2026-01-30 05:54:01,2026-01-30 02:54:01,Chaiten,VIIRS375,0.22,0.38,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Chaiten/2026-01-30/05-54-01_Chaiten_VIIRS375_Latest.png,2026-01-30 07:20:37,2026-01-30 19:00:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769752081,2026-01-30 05:48:01,2026-01-30 02:48:01,Puyehue-Cordon Caulle,VIIRS375,0.21,8.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-30/05-48-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-30 07:20:37,2026-01-30 19:00:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769751000,2026-01-30 05:30:00,2026-01-30 02:30:00,Puyehue-Cordon Caulle,VIIRS375,1.15,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Puyehue_Cordon_Caulle/2026-01-30/05-30-00_Puyehue_Cordon_Caulle_VIIRS375_VRP.png,2026-01-30 07:51:33,2026-01-30 07:51:33,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769751000,2026-01-30 05:30:00,2026-01-30 02:30:00,Puyehue-Cordon Caulle,VIIRS,1.0,0.0,ALERTA_TERMICA_OCR,Medio,imagenes_satelitales/Puyehue_Cordon_Caulle/2026-01-30/05-30-00_Puyehue_Cordon_Caulle_VIIRS750_VRP.png,2026-01-30 07:01:18,2026-01-30 07:01:18,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769750640,2026-01-30 05:24:00,2026-01-30 02:24:00,Isluga,VIIRS375,0.15,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/Isluga/2026-01-30/05-24-00_Isluga_VIIRS375_VRP.png,2026-01-30 07:51:13,2026-01-30 07:51:13,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769667121,2026-01-29 06:12:01,2026-01-29 03:12:01,Puyehue-Cordon Caulle,VIIRS,1.22,7.83,ALERTA_TERMICA,Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-29/06-12-01_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-01-29 06:50:41,2026-01-29 17:30:39,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769667121,2026-01-29 06:12:01,2026-01-29 03:12:01,Puyehue-Cordon Caulle,VIIRS375,0.72,8.02,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-29/06-12-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-29 07:05:39,2026-01-29 17:30:39,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769665680,2026-01-29 05:48:00,2026-01-29 02:48:00,Puyehue-Cordon Caulle,VIIRS375,0.6,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue_Cordon_Caulle/2026-01-29/05-48-00_Puyehue_Cordon_Caulle_VIIRS375_VRP.png,2026-01-29 07:54:13,2026-01-29 07:54:13,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769661001,2026-01-29 04:30:01,2026-01-29 01:30:01,Puyehue-Cordon Caulle,VIIRS375,0.31,8.66,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-29/04-30-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-29 05:20:38,2026-01-29 07:00:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769581441,2026-01-28 06:24:01,2026-01-28 03:24:01,Lastarria,VIIRS375,0.13,1.55,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-01-28/06-24-01_Lastarria_VIIRS375_Latest.png,2026-01-28 07:25:39,2026-01-28 19:00:47,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769580000,2026-01-28 06:00:00,2026-01-28 03:00:00,Lascar,VIIRS375,0.34,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Lascar/2026-01-28/06-00-00_Lascar_VIIRS375_VRP.png,2026-01-28 08:33:52,2026-01-28 08:33:52,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769495040,2026-01-27 06:24:00,2026-01-27 03:24:00,PlanchonPeteroa,VIIRS375,0.06,0.0,ALERTA_TERMICA_OCR,Muy Bajo,imagenes_satelitales/PlanchonPeteroa/2026-01-27/06-24-00_PlanchonPeteroa_VIIRS375_VRP_VERIFICAR.png,2026-01-27 10:13:08,2026-01-27 10:13:08,NO,OCR,media,True,Mezcla rojos/negros - Evento en zona límite (VRP=0.06 MW)
1769495040,2026-01-27 06:24:00,2026-01-27 03:24:00,Lastarria,VIIRS375,0.17,2.4,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-01-27/06-24-00_Lastarria_VIIRS375_Latest.png,2026-01-27 10:05:38,2026-01-27 18:45:59,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769489280,2026-01-27 04:48:00,2026-01-27 01:48:00,Puyehue-Cordon Caulle,VIIRS375,0.44,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue_Cordon_Caulle/2026-01-27/04-48-00_Puyehue_Cordon_Caulle_VIIRS375_VRP.png,2026-01-27 08:31:23,2026-01-27 08:31:23,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769405041,2026-01-26 05:24:01,2026-01-26 02:24:01,Puyehue-Cordon Caulle,VIIRS,0.93,7.83,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-26/05-24-01_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-01-26 05:35:41,2026-01-26 06:30:40,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769405041,2026-01-26 05:24:01,2026-01-26 02:24:01,Puyehue-Cordon Caulle,VIIRS375,0.48,8.1,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-26/05-24-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-26 06:20:41,2026-01-26 08:30:45,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769404681,2026-01-26 05:18:01,2026-01-26 02:18:01,Lascar,VIIRS375,0.3,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-01-26/05-18-01_Lascar_VIIRS375_Latest.png,2026-01-26 06:20:41,2026-01-26 08:30:45,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769404681,2026-01-26 05:18:01,2026-01-26 02:18:01,Isluga,VIIRS375,0.3,0.84,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Isluga/2026-01-26/05-18-01_Isluga_VIIRS375_Latest.png,2026-01-26 06:20:41,2026-01-26 08:30:45,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769403960,2026-01-26 05:06:00,2026-01-26 02:06:00,Puyehue-Cordon Caulle,VIIRS375,0.36,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue_Cordon_Caulle/2026-01-26/05-06-00_Puyehue_Cordon_Caulle_VIIRS375_VRP.png,2026-01-26 09:38:45,2026-01-26 09:38:45,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769319721,2026-01-25 05:42:01,2026-01-25 02:42:01,Lascar,VIIRS375,0.49,2.73,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-01-25/05-42-01_Lascar_VIIRS375_Latest.png,2026-01-25 06:05:41,2026-01-25 18:00:44,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769319721,2026-01-25 05:42:01,2026-01-25 02:42:01,Puyehue-Cordon Caulle,VIIRS375,0.65,7.73,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-25/05-42-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-25 06:20:42,2026-01-25 18:00:44,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769319721,2026-01-25 05:42:01,2026-01-25 02:42:01,Lastarria,VIIRS375,0.14,2.4,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lastarria/2026-01-25/05-42-01_Lastarria_VIIRS375_Latest.png,2026-01-25 06:05:41,2026-01-25 18:00:44,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769319721,2026-01-25 05:42:01,2026-01-25 02:42:01,Lascar,VIIRS,0.39,1.5,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-01-25/05-42-01_Lascar_VIIRS750_Latest.png,2026-01-25 05:50:38,2026-01-25 18:00:44,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769319721,2026-01-25 05:42:01,2026-01-25 02:42:01,Puyehue-Cordon Caulle,VIIRS,0.86,7.83,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-25/05-42-01_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-01-25 05:50:38,2026-01-25 18:00:44,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769318640,2026-01-25 05:24:00,2026-01-25 02:24:00,Puyehue-Cordon Caulle,VIIRS375,0.62,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue_Cordon_Caulle/2026-01-25/05-24-00_Puyehue_Cordon_Caulle_VIIRS375_VRP.png,2026-01-25 09:58:41,2026-01-25 09:58:41,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769318280,2026-01-25 05:18:00,2026-01-25 02:18:00,Lascar,VIIRS375,0.34,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Lascar/2026-01-25/05-18-00_Lascar_VIIRS375_VRP_VERIFICAR.png,2026-01-25 09:58:12,2026-01-25 09:58:12,NO,OCR,media,True,Mezcla rojos/negros - Evento en zona límite (VRP=0.34 MW)
1769234761,2026-01-24 06:06:01,2026-01-24 03:06:01,Puyehue-Cordon Caulle,VIIRS375,0.58,8.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-24/06-06-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-24 08:35:38,2026-01-24 20:15:38,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769234761,2026-01-24 06:06:01,2026-01-24 03:06:01,Chaiten,VIIRS375,0.13,0.53,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Chaiten/2026-01-24/06-06-01_Chaiten_VIIRS375_Latest.png,2026-01-24 08:35:38,2026-01-24 20:00:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769234401,2026-01-24 06:00:01,2026-01-24 03:00:01,Lascar,VIIRS375,0.05,1.19,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Lascar/2026-01-24/06-00-01_Lascar_VIIRS375_Latest.png,2026-01-24 08:35:38,2026-01-24 20:15:38,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769233320,2026-01-24 05:42:00,2026-01-24 02:42:00,Puyehue-Cordon Caulle,VIIRS375,0.88,0.0,ALERTA_TERMICA_OCR,Bajo,imagenes_satelitales/Puyehue_Cordon_Caulle/2026-01-24/05-42-00_Puyehue_Cordon_Caulle_VIIRS375_VRP.png,2026-01-24 09:56:39,2026-01-24 09:56:39,NO,OCR,alta,False,Píxeles rojos dominantes en ROI - Evento real
1769233320,2026-01-24 05:42:00,2026-01-24 02:42:00,Puyehue-Cordon Caulle,VIIRS,0.94,7.83,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-24/05-42-00_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-01-24 07:20:39,2026-01-24 07:45:36,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769149441,2026-01-23 06:24:01,2026-01-23 03:24:01,Puyehue-Cordon Caulle,VIIRS,0.49,7.65,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-23/06-24-01_Puyehue-Cordon Caulle_VIIRS750_Latest.png,2026-01-23 06:20:38,2026-01-23 18:31:13,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769149441,2026-01-23 06:24:01,2026-01-23 03:24:01,Puyehue-Cordon Caulle,VIIRS375,0.67,7.83,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/Puyehue-Cordon Caulle/2026-01-23/06-24-01_Puyehue-Cordon Caulle_VIIRS375_Latest.png,2026-01-23 06:20:38,2026-01-23 19:15:41,NO,latest.php,alta,False,Validado por MIROVA latest.php
1769149081,2026-01-23 06:18:01,2026-01-23 03:18:01,PlanchonPeteroa,VIIRS375,0.06,1.68,ALERTA_TERMICA,Muy Bajo,imagenes_satelitales/PlanchonPeteroa/2026-01-23/06-18-01_PlanchonPeteroa_VIIRS375_Latest.png,2026-01-23 07:35:38,2026-01-23 19:30:35,NO,latest.php,alta,False,Validado por MIROVA latest.php
